ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
3705.0847,2608.8748,16221.714,-200.9947,-29.415823,-371.4481,-129.03745,495.558,15587.964,-259.31708,44.120102,-126.79275
3627.9465,2701.906,16235.131,-183.12296,-18.506086,-371.5263,-176.97086,553.0383,15558.348,-265.53116,21.82523,-152.63583
3682.2922,2593.49,16088.175,-227.27849,-35.38789,-337.23624,-243.84605,531.9573,15574.891,-280.89838,-24.411587,-144.60004
3728.4211,2585.9055,16214.154,-203.05975,-6.0320005,-332.46188,-208.27481,533.3381,15647.99,-260.7881,-21.790964,-132.82027
3629.7085,2595.8323,16239.464,-206.74855,-7.193075,-353.5841,-169.70364,462.88327,15736.32,-249.90988,14.803067,-157.42145
3700.9314,2587.5344,16176.929,-250.19226,-5.484044,-359.78098,-201.2552,574.99036,15693.144,-284.77863,-32.30179,-203.30077
3711.0444,2590.7576,16255.145,-250.89587,-12.97543,-372.19943,-164.98732,503.2897,15649.259,-288.3836,-69.24998,-214.06232
3746.161,2656.5808,16223.225,-238.30519,-34.969494,-374.53998,-108.62359,540.4015,15619.863,-214.21394,-77.59378,-223.00368
3849.5015,2599.4363,16178.166,-206.84805,-7.7700367,-378.31345,-80.815315,440.16782,15782.354,-148.69597,2.839005,-217.25122
3705.34,2645.6702,16332.5,-127.983765,-178.10152,-357.71283,-300.81,480.69394,15769.294,-154.93019,-234.84857,-246.04008
3751.9941,2648.9863,16417.209,-90.24543,-472.9687,-269.40305,-302.24966,612.8496,15936.958,-89.70389,-546.51306,-193.4662
3934.5,2858.333,16470.693,-94.53878,-883.5241,-69.62549,54.764797,645.6261,16132.843,129.72707,-845.7979,-87.80873
4664.985,3076.6519,16687.336,51.456715,-1813.541,164.11821,580.4771,1011.39307,16583.293,197.69106,-951.6256,79.05249
5459.3223,3468.9836,17232.137,200.35689,-2278.809,513.50165,577.9291,1164.3875,16939.281,-191.35854,-1081.7983,650.39954
6070.6533,3830.403,17285.195,290.47736,-2750.5002,1151.9313,1303.3489,1523.0245,16933.168,-625.3216,-2169.416,1408.6392
6587.1226,3822.528,17314.754,183.27815,-2295.8496,1660.6436,1892.6902,1575.3008,17155.342,-1285.4816,-2114.4978,2117.3374
6720.3906,3694.4229,17354.367,-116.117386,-2275.844,2277.7263,2149.5896,1248.6571,16951.172,-1651.8834,-2429.241,2790.9932
6929.855,3525.8633,16971.33,-149.03262,-2445.6013,3045.531,2306.981,1285.8054,16973.727,-2131.653,-2458.1685,3332.775
6909.956,3468.4753,16626.945,237.68907,-2257.5244,3684.6821,2104.5703,987.57587,16836.162,-2332.232,-2883.535,4374.7515
6968.5527,3343.7544,16265.197,1295.0844,-3229.8918,4605.7173,2034.1774,660.8047,16998.125,-2738.2517,-3366.6692,5769.228
6870.472,3069.8362,16242.701,2594.8118,-4345.3384,5453.567,1845.9225,187.77286,16749.715,-2710.9915,-4282.915,6898.3936
6892.7856,3269.4292,15454.957,3227.8616,-5529.413,6311.57,1794.6887,-309.80322,15745.217,-2420.3853,-5106.3086,7683.999
6673.499,2399.423,14198.427,5166.0396,-5962.6997,7150.3413,2129.758,-801.2079,14950.758,-1514.2147,-5747.4224,8531.969
6546.0425,4362.371,13586.668,5936.591,-5503.176,7557.68,2163.2043,-411.23178,14365.326,-447.68668,-5425.2495,9375.428
7247.7085,2954.6436,15576.634,4599.0024,-3951.9573,8754.821,1858.5251,-715.24524,14337.419,-557.7662,-4972.188,10355.343
5576.5254,1899.752,18561.979,8199.948,-2187.1638,10034.375,2135.4749,-2262.1973,15011.975,-524.5272,-3896.243,10202.59
7264.18,-69.11834,20580.318,14158.359,1484.7363,10063.84,1287.1895,-4474.03,16289.96,1335.066,-2269.4072,10994.588
7692.1147,1129.1177,19767.586,17404.691,6555.477,10238.3,1449.9563,-4751.4395,16706.957,3470.538,1034.5347,12656.414
3134.419,1888.8411,19250.117,17545.3,10490.311,9240.054,-2195.1646,-4601.859,17994.117,6388.023,4734.924,15776.072
532.04047,3745.601,18776.81,15086.093,10875.198,9406.859,-2712.3306,-3408.584,19674.156,7228.6646,4106.376,14698.838
-75.06034,4316.6157,18786.602,12893.586,8740.786,9516.572,-3518.406,-2632.5635,20176.12,8098.4995,4002.1824,14705.226
139.05385,4803.2905,19868.318,11907.81,8503.036,10131.851,-3692.5776,-2723.047,19990.361,9512.014,4486.794,15237.158
-200.10187,5070.262,20382.482,10554.602,11186.036,10563.115,-2801.9927,-1590.2653,19576.07,10365.82,6735.857,16250.21
213.39665,5375.625,19904.268,8972.717,15981.474,12130.722,-3565.1084,-965.1687,19278.357,11256.069,9989.92,17707.916
-1734.8639,4865.022,18940.969,6419.7173,19874.65,13939.146,-3653.5278,-550.3967,17899.412,11471.949,12689.197,19873.027
-4220.2417,4014.3992,16782.896,4129.45,22006.139,17591.05,-4742.244,1199.8018,15685.17,11070.471,14902.079,22383.816
-4750.6914,2888.3738,15273.903,2398.1208,21792.7,21023.918,-4917.3823,1736.6079,14146.8545,10247.869,15376.618,24782.523
-5649.5293,1931.7389,15426.525,1568.6879,21215.723,23832.596,-5585.9443,2456.5315,12868.151,9184.235,15433.098,26652.322
-3831.273,2166.7402,14605.8545,2291.6704,19363.412,25581.98,-5280.3794,3306.8208,11180.964,8111.777,14247.7295,26272.676
-2056.5398,2749.1418,13029.072,3950.425,17944.682,25059.361,-4480.105,4178.0215,10197.926,6569.675,13000.842,25744.916
-1521.8059,3172.8967,11869.485,4907.272,16404.053,23445.402,-4273.1577,4584.1387,10269.946,4951.267,10536.953,25085.932
-971.90607,3141.575,11495.412,5409.678,13301.373,22164.47,-2792.4736,4302.55,10380.244,3669.543,6955.142,24576.021
1690.9164,3898.1177,10567.12,5649.942,10429.56,21774.188,243.80443,3931.2603,10454.003,2696.5205,7155.4297,24276.455
3783.0754,5318.491,10194.441,3545.502,11357.709,21762.82,1267.9647,5028.655,10235.143,2023.0876,7036.4463,23274.547
4295.9863,4960.012,9948.703,1632.6505,12248.032,21120.996,1285.419,5407.636,9738.287,203.21556,7158.1855,21923.717
5356.166,4936.526,9679.552,1781.3278,11110.895,19062.484,1293.9847,4849.6484,9569.357,-1449.7174,6905.35,19563.547
5548.041,5137.007,9529.375,2458.5376,6261.727,14482.84,1044.7434,4185.3633,9793.94,-1736.6407,5088.657,16101.256
4942.7007,4677.4644,9007.162,3467.265,1294.1008,11066.118,630.0856,3927.161,9699.174,-1391.2942,558.07043,12769.933
6542.425,5518.567,7526.1875,3465.9204,-2022.8104,10518.69,1897.373,3989.782,9266.665,-2228.4482,-2412.7905,10854.479
6632.6484,5578.9883,7339.77,2027.5842,-2873.9236,9167.366,3402.8691,3716.9587,9567.35,-2684.1687,-2909.2827,9041.955
7350.533,6068.3135,7918.698,-554.968,-2493.7576,7838.9976,4054.4429,3328.581,10141.315,-2827.1028,-2295.1946,6903.1235
6537.484,5159.314,9236.259,-2267.3274,-1863.1971,5632.42,2929.3389,2964.3237,10276.196,-2727.7168,-2043.911,4948.27
6773.2285,4532.1904,9202.95,-3839.0017,-3218.3193,2357.6135,3424.7551,2769.373,10702.889,-3180.3784,-1920.4147,3181.7117
5266.728,4232.025,10940.572,-3498.7825,-5330.9673,2031.8896,1909.8654,2678.1646,11491.73,-2498.207,-5052.0806,493.94556
5251.566,4453.2285,12132.114,-2365.0066,-7967.9326,1993.834,2373.4832,3032.1658,11625.495,-2052.1494,-7067.8433,-316.37833
7234.8076,5741.2456,13153.082,-1402.9459,-8968.942,-220.05565,3232.9062,3809.8557,12458.288,-1458.5024,-6134.938,-1553.5314
9537.589,5987.182,14397.05,-966.40027,-5788.94,-2717.84,4964.5986,4194.731,13949.406,-371.1782,-3098.2124,-3086.2473
