ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
-5381.782,9178.871,13447.376,-328.66327,40.07303,-610.6888,-6223.629,3772.3762,13732.367,-601.19275,79.000694,-179.29814
-5368.4175,9208.217,13360.248,-366.21,90.22868,-584.98035,-6246.7456,3847.7485,13808.719,-678.22034,23.540678,-177.49008
-5413.171,8998.496,13341.175,-381.5324,68.98267,-569.0436,-6401.8306,3776.5076,13649.37,-747.5385,-122.12383,-133.38483
-5360.397,9196.742,13436.682,-435.74506,82.69998,-451.58826,-6194.5283,3829.2183,13673.454,-777.10077,-111.491974,-96.76911
-5231.0444,9268.261,13383.795,-488.5516,35.329536,-507.27075,-6150.2764,3833.1902,13679.577,-826.11536,-69.141365,-106.53655
-5166.799,9253.24,13359.04,-551.1679,-27.29205,-513.0698,-6250.5435,3954.1946,13859.708,-864.5044,-89.0095,-68.25305
-5436.8057,9175.256,13451.655,-605.4902,-3.1729193,-520.9192,-6296.655,3863.5007,13657.732,-879.79034,-223.57451,-114.99977
-5306.1533,9088.4,13547.63,-574.283,14.578076,-548.20984,-6277.9663,3658.2512,13555.211,-871.0696,-182.85474,-110.92026
-5395.523,8991.636,13405.826,-515.99725,-6.6393137,-499.5575,-6312.6743,3656.7168,13332.408,-801.60876,21.822874,-54.315876
-5460.851,9131.0205,13541.584,-458.59393,-69.92,-492.06998,-6303.9653,3621.4194,13616.085,-714.3482,-3.8377717,-80.118164
-5239.4272,9174.991,13384.947,-395.2244,-114.93536,-453.2713,-6252.639,3723.8882,13611.877,-728.50476,-150.79138,-69.74002
-5256.8374,9129.465,13555.531,-355.5993,-41.84713,-484.28918,-6176.7056,3789.8464,13583.83,-661.37665,-107.49269,-83.33392
-5291.117,9003.801,13514.928,-332.79572,37.70174,-537.735,-6258.9844,3730.7646,13645.367,-624.06586,-50.719193,-83.57665
-5344.73,9123.491,13527.685,-274.4419,87.71292,-580.716,-6170.1396,3801.4978,13486.945,-574.5404,48.530987,-87.423325
-5376.193,9075.6455,13406.441,-233.46953,40.797745,-519.28534,-6272.248,3678.2554,13617.173,-543.3143,89.41376,-72.16455
-5240.132,9101.789,13473.266,-249.62611,50.952213,-487.04895,-6280.489,3642.2317,13853.969,-537.16315,-8.972222,-83.57817
-5267.9946,9133.4,13634.423,-256.47873,127.408195,-515.27997,-6103.68,3702.691,13640.485,-519.4018,-51.067825,-87.81929
-5007.553,9248.149,13643.036,-186.84094,321.03098,-552.062,-5927.277,3706.8755,13824.483,-473.0476,96.88598,-24.726614
-5081.951,9146.409,13728.787,-95.369385,815.9065,-813.8733,-6146.6704,3750.1746,13758.663,-434.1204,522.2056,-89.89697
-5350.0576,9108.042,13499.658,248.64217,1439.9498,-1028.2756,-6143.6675,3824.972,13623.657,-404.3615,957.9743,-15.1086855
-5817.3506,9130.347,13794.995,283.39893,1925.4109,-1146.9501,-6737.5464,3487.9988,14301.768,-314.8054,1055.2814,-9.295676
-6314.232,9161.806,14073.526,597.3002,2134.2495,-797.5512,-6574.893,3711.549,13887.44,-463.80896,921.7747,286.10922
-5962.943,9106.386,13932.878,1035.5186,2493.5522,-871.2688,-6882.23,3528.543,14223.823,-315.05206,1209.6075,669.5382
-6258.5586,9674.66,13977.078,2567.321,5199.7744,-863.9862,-6338.85,3802.8782,14655.813,-17.023346,2282.3967,1193.7864
-7138.5835,9512.987,14611.675,3590.993,5838.063,-1528.9036,-8382.971,3888.7644,15412.172,831.5907,2689.6763,1682.3876
-11036.95,10236.985,15789.375,3044.4883,4206.8315,-928.5191,-9816.071,3328.123,16341.926,1798.9011,1081.169,2404.5823
-11594.44,11073.682,16069.023,3656.7505,-522.7013,1666.1443,-10512.2,3793.1897,16696.182,3097.1113,-1273.3207,3627.6997
-11375.806,12117.531,16225.603,4346.066,942.9418,3116.3433,-11461.414,3808.5266,16346.199,4209.3813,1991.5134,5455.2075
-11871.701,12430.445,16658.238,5008.226,4341.184,5254.5596,-10535.787,5701.261,17090.379,5395.6064,1119.1499,7207.9805
-12774.101,12916.396,16598.738,5133.423,3520.966,6838.6157,-11647.503,5033.2656,17541.121,6646.569,1756.9928,9089.754
-12779.62,12877.848,16566.938,5463.043,2964.0251,8742.69,-11318.25,4934.8623,16972.408,7897.453,27.210379,10480.57
-11088.022,12075.856,15487.468,6286.3584,3849.0012,10683.504,-9729.742,5937.53,15857.391,9248.957,1105.0719,12726.457
