ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
11613.695,49.65176,1565.7004,-119.80878,-32.505665,-167.5559,6698.0845,-5972.599,548.01373,62.4238,-25.19388,-228.49991
11584.246,107.123436,1710.5986,-164.40315,75.89976,-208.5199,6582.4653,-5994.7256,313.41495,180.34871,-117.98982,-181.1675
11747.373,168.61917,1904.0557,-33.407055,169.69328,-220.69203,6731.0386,-6073.739,493.75775,280.82385,-176.3947,-185.39258
11693.832,208.73703,1876.2279,63.450623,176.26428,-193.75073,6816.8726,-6051.8506,541.73145,309.4149,-123.506775,-149.51218
11884.862,246.0216,1932.5869,-43.183094,-30.759193,-73.47554,6828.7476,-6021.3784,454.97083,233.53421,-145.93976,-94.31074
11684.115,298.64355,1948.81,-87.59831,-141.321,85.997955,6784.054,-6039.9614,558.26135,158.66937,-215.12816,-77.58884
11663.847,362.0206,1916.4626,-145.86316,-158.26585,66.139626,6875.85,-6001.492,403.7208,135.46646,-226.06143,-75.94125
11606.032,212.03453,1778.6963,-168.82019,-110.709274,-16.644726,6772.133,-5929.1367,544.45795,105.962234,-144.8659,-125.33629
11453.974,157.06392,1869.2831,-45.453724,-30.546867,-163.93878,6823.1514,-6015.415,754.87897,111.341896,-168.15675,-171.70595
11507.086,171.54797,2039.1547,-91.814354,-127.612206,-208.52702,6639.8364,-6057.1787,891.578,150.36992,-199.14319,-257.62973
11559.395,55.251575,1949.1891,-81.057625,-281.3056,-208.0254,6661.5356,-6067.5176,692.5375,140.79434,-174.28665,-349.09836
11530.432,-13.429776,1973.3502,34.81239,-120.192726,-356.70084,6607.9697,-6175.661,696.3737,173.68755,-105.02174,-419.41504
11661.114,141.93654,2121.2507,-94.8315,-124.09334,-372.31906,6516.1074,-6134.235,591.14087,179.30014,-117.749054,-402.56842
11797.321,247.98213,1892.9783,-193.82924,-135.05833,-280.65012,6686.003,-6093.1514,530.0566,191.69894,-178.4664,-321.67828
11954.14,388.721,1912.6631,64.05701,-236.98566,-121.04316,6779.5596,-5957.839,689.6995,184.52026,-351.54712,-238.52214
11874.13,354.73016,1979.786,126.03403,-347.8871,101.255585,6841.1133,-5996.8345,748.4519,117.5972,-454.75113,-170.59787
11616.269,365.86563,1946.3456,18.028614,-171.88335,117.945076,6885.9097,-6031.3525,516.9902,145.80135,-338.81342,-100.337074
11566.662,165.40897,1906.4022,55.59991,39.021202,-51.65055,6790.797,-6012.6406,634.7491,118.79682,-360.40558,-124.31006
11498.679,113.91436,2020.9885,172.4711,-143.0095,-118.73654,6679.6494,-6080.6343,741.42413,152.1336,-295.7451,-194.73694
11461.528,114.264206,2192.9023,68.24542,-257.73904,-152.33333,6723.947,-6019.7227,706.4489,134.40492,-273.21616,-280.07803
11526.532,216.31369,2141.1697,-129.28453,-263.4287,-151.08833,6491.6577,-6033.5713,584.2838,70.66879,-292.26608,-296.16797
11646.032,129.86664,2097.6235,-177.60464,-350.72916,-58.110546,6667.209,-5934.662,579.8355,16.462132,-336.1253,-292.8181
11768.039,206.24432,1838.4769,-271.36136,-256.86118,-51.686554,6850.797,-6082.9004,599.8689,58.152378,-261.52908,-284.618
11716.27,62.69651,1582.5602,-19.82411,-53.387844,-108.78772,6799.3965,-6023.0435,447.74936,60.233,-126.45647,-186.32834
11781.158,137.18903,1718.2068,126.623604,-14.097113,18.711206,6658.1216,-6150.558,548.48596,84.759964,-162.28558,-138.7606
11492.896,263.85846,2247.1594,146.01367,-233.18307,190.57341,6443.4795,-5989.7944,732.46277,59.16914,-431.998,-131.74136
11460.458,248.59949,2494.1304,-237.97083,-616.3758,150.68341,6817.625,-6015.6406,541.6219,10.738344,-382.973,-141.24835
11502.583,268.97498,2123.677,-653.43945,-414.7177,-15.667224,6829.9873,-5932.6733,579.861,-46.340347,-89.96287,-143.53018
11514.731,130.65488,1810.8379,-783.70184,-285.56485,-25.924358,6616.1343,-5867.261,734.1229,-171.93683,-1.1548705,-148.82483
11257.274,75.1518,1888.5377,-365.4171,-709.77405,93.729355,6193.1543,-6123.7217,1039.9866,-252.3083,-317.4597,-283.21115
11233.2,48.087452,2194.4358,-53.35523,-1186.4874,37.764664,6518.3804,-5937.1885,555.43036,-355.41385,-598.4579,-401.59906
11499.634,273.3799,1967.3954,-331.17316,-1025.8088,-199.35222,6804.5493,-5890.2627,454.28937,-434.1953,-315.83032,-478.64975
11381.938,183.13524,1786.7264,-688.27515,-759.85675,-346.8405,6566.515,-5935.053,577.5976,-530.7348,-32.010643,-527.78406
11460.471,33.545696,1493.0894,-487.10492,-713.1218,-513.7713,6505.4873,-6044.2676,614.1897,-520.1725,-107.03241,-564.4369
11673.531,84.181335,1562.5366,-487.0993,-1176.8342,-447.4637,6752.9287,-6076.0444,510.08502,-478.7218,-301.83557,-600.8721
11916.786,142.18617,1699.1467,-243.47209,-1377.95,-446.1623,7008.5874,-6058.3804,428.4037,-429.13358,-303.2459,-639.7166
11887.362,444.1985,2099.5598,-209.84001,-1531.194,-349.06384,6960.4785,-6018.4043,753.7213,-466.73026,-294.98126,-544.70795
12248.989,691.38806,3064.2832,-846.75464,-2116.574,167.16133,6918.031,-5970.9966,668.31036,-589.60736,-111.994965,-402.69122
12389.674,724.90546,3431.6487,-1376.7582,-3054.7488,879.0408,6960.6714,-6149.3296,613.88666,-817.86145,93.768295,-199.26692
13286.938,846.6085,4040.523,-2536.682,-4952.3896,1802.5026,7126.189,-6462.3516,-113.47843,-803.8581,298.46176,-107.59913
15988.065,1439.7847,4630.368,-6307.721,-7248.886,4773.9434,7630.68,-6739.8643,-1264.2333,-491.12952,1381.4146,274.95145
17427.426,1728.1327,2876.9976,-10377.536,-5636.2617,8589.325,8470.498,-6560.731,-1275.9242,790.4968,4983.2783,28.81628
17142.188,1608.5569,-239.5996,-11740.191,2823.675,11313.357,8793.278,-6868.5728,251.59541,810.0189,9399.799,1543.7697
13789.172,553.7493,-3105.3752,-10234.001,13123.836,11713.254,7741.9927,-6033.459,1953.199,1135.794,13265.177,2709.7869
9073.385,-1663.0273,-3765.78,-6644.0234,15933.252,9416.973,6186.8164,-6436.051,1959.4326,1048.365,12242.336,3136.7322
8498.544,-3743.6787,-2326.5725,2455.5583,15381.693,5657.7876,5978.0664,-6453.496,1301.2883,1982.587,10764.476,3301.144
8466.083,-5583.363,-3834.5007,13879.543,17306.535,1126.5542,7640.4424,-7014.516,1424.4592,3226.757,12583.224,3455.5398
6836.1436,-193.62613,-4789.8706,26110.965,22101.117,-2746.3413,5287.7676,-6171.9595,2370.0583,5039.5117,13825.216,3463.0679
