ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
9516.611,1944.4965,15250.268,-218.56778,68.056114,-491.75668,6133.362,2025.7112,14736.371,-530.0193,2.8349597,-135.09283
9497.656,2070.9626,15105.686,-245.12198,-46.25087,-522.5472,5970.252,1957.7386,14938.624,-563.023,9.837906,-128.26253
9666.466,2011.1299,14997.371,-300.97443,-138.57472,-574.1905,6150.599,1871.5533,14932.953,-642.8936,-17.72565,-105.714005
9597.949,1985.826,14982.696,-290.2573,-136.62195,-553.0925,6521.319,2046.2123,14787.279,-575.9775,-177.62677,-197.24486
10015.834,2469.7258,14967.287,-153.87389,-3.5059414,-500.2582,6157.552,1833.284,14799.301,-548.61237,63.97068,-190.14357
9585.3,1990.0345,15035.311,-198.00916,122.43748,-449.4179,6187.8105,1947.522,14873.433,-456.25952,40.78538,-130.57219
9494.036,2004.5751,15248.144,-219.52827,18.455433,-480.79846,5995.5684,2018.1486,14948.485,-496.94806,-13.938659,-143.12265
9569.443,2050.6956,14961.019,-317.64603,-134.47168,-575.9678,6096.7075,1915.1605,14819.955,-640.9264,-7.2681017,-116.41356
9613.062,1964.3622,14819.068,-329.4514,-109.54645,-551.47363,6090.8823,1849.8737,14799.272,-644.01843,-189.73534,-81.328445
9740.15,1899.2565,14805.183,-244.19026,47.094116,-487.79816,6298.9395,1741.9058,14859.192,-487.0856,5.9423394,-87.97303
9607.272,1915.0474,15245.651,-153.29988,148.11763,-442.2943,6137.4404,1941.2457,14813.837,-428.55368,111.876144,-127.142
9529.88,2106.6868,15071.187,-253.04137,93.705215,-513.9746,6027.8213,1999.959,14931.115,-433.33972,165.38669,-145.67763
9581.64,2107.9417,15071.708,-286.1456,-33.283314,-547.95483,6002.7314,1960.2705,14772.988,-561.83954,103.23168,-130.57458
9624.672,1940.0839,15022.813,-302.98486,-68.66193,-557.2847,6152.447,1859.8663,14760.592,-583.8702,27.689714,-145.57188
9740.266,1925.7478,15036.849,-273.95544,-119.67032,-536.24146,6269.8467,1956.7256,14754.6455,-593.1947,-97.54241,-120.16631
9700.503,1924.6533,15127.556,-179.51614,58.83003,-488.43506,6166.365,1921.1907,14882.406,-497.927,-20.795837,-174.07103
9509.437,2009.2449,15066.367,-226.75253,85.47388,-484.09033,6085.917,1896.7509,14861.443,-503.71088,39.711098,-156.00977
9486.423,1935.1494,15059.259,-230.38,17.948992,-502.34738,6047.2256,1906.2678,14916.576,-576.28265,39.33921,-106.75228
9614.202,1968.2927,15207.121,-211.05688,-105.71721,-513.6106,6048.738,2015.834,14904.26,-587.32935,33.506546,-64.477776
9705.401,1958.9093,15070.272,-184.6289,-212.3864,-479.8078,5992.4116,1832.924,14914.449,-506.2176,-277.25278,-43.98697
9638.991,2063.0474,15017.839,-167.44429,-282.95178,-414.68518,6163.5107,1892.2416,14784.937,-570.935,-260.71646,-16.119284
9647.329,2004.214,15183.79,-211.93852,-290.37238,-313.05783,6116.0444,1971.3922,14695.22,-597.00323,-142.34845,-31.295443
9748.248,2148.5608,15044.522,-211.11221,-381.27927,-321.60727,6249.417,2012.1937,14853.819,-628.3427,-312.68475,53.66798
9802.97,2101.2825,15074.063,-99.57994,-386.33957,-233.54395,6314.5273,2063.7053,14979.385,-635.612,-429.31253,163.22417
9553.036,2110.3655,15182.076,-97.709724,-446.24646,-323.48505,6028.1987,1884.4246,14923.451,-663.1109,-503.6055,214.05995
9419.085,2012.736,15113.296,-29.848005,-748.65546,-274.44086,6212.133,1996.9978,14991.415,-683.90283,-974.07855,270.42578
9575.334,2319.1855,15270.155,446.18906,-1380.8455,-194.19704,5723.4785,2106.179,15374.438,-825.29755,-1544.8262,390.0958
8666.62,1773.4478,15940.855,1632.5463,-2246.3481,-317.2447,4924.551,2264.9353,15740.051,-1389.7162,-2751.7354,641.1339
8052.8457,1391.5074,17456.068,2690.619,-7268.2295,-776.98016,3138.656,1882.5608,17405.502,-2167.8242,-9384.815,1311.1317
7930.595,2470.1035,19230.303,3900.308,-14965.951,-284.2731,4724.8115,2470.4695,16886.484,-3509.0935,-15727.848,1651.4668
10254.187,3812.3528,19119.156,3412.7244,-24153.742,1068.1344,7249.119,3052.6443,17563.355,-4416.5293,-18941.54,1766.0635
10220.647,2480.8215,20375.338,446.81506,-32376.625,932.2844,6397.5083,2765.4346,17040.018,-8602.811,-23783.607,2669.1387
15611.344,4120.771,20226.629,-2449.4688,-32256.791,1276.7372,8100.6484,1400.8059,16118.591,-13457.06,-32675.799,4151.9927
18164.242,4692.636,15378.047,-6340.601,-32103.229,2683.5454,14421.932,-701.9826,15938.765,-15178.026,-32559.404,5313.8877
22040.875,2063.927,10742.753,-11276.235,-32073.36,8429.05,18121.04,-314.4811,13675.991,-17465.666,-32451.8,7264.453
