ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
-14226.157,1827.5077,2275.8281,-207.00311,-162.1291,299.73203,-13330.617,5646.9424,-2443.884,-42.87396,-233.67252,131.23322
-14166.95,1831.8265,2284.6528,-211.6376,-215.64537,537.44183,-13324.939,5648.6455,-2456.3728,-77.2838,-274.27145,167.98692
-13919.42,1822.3092,2170.835,-237.6046,-342.8187,488.63718,-13328.073,5647.256,-2314.7554,-26.158718,-266.348,223.55876
-13890.288,1915.5715,2227.6245,-292.71805,-361.39346,363.33203,-13261.169,5668.7227,-2238.5532,81.62652,-224.32236,252.03664
-13994.239,1891.2424,2082.962,-404.55353,-228.24298,489.80774,-13239.481,5540.1978,-2423.274,167.1829,-63.13432,205.84886
-14011.184,1778.4147,2194.0537,-486.80878,-52.011208,557.8566,-13176.591,5578.885,-2626.4429,212.53558,79.108475,234.09084
-14133.948,1897.936,2134.2844,-206.36308,192.48013,659.3373,-13186.465,5776.049,-2495.666,191.16936,152.9007,193.2432
-14057.244,1949.0988,2163.465,-232.0345,190.32475,613.6636,-13368.214,5907.231,-2638.0344,195.1198,99.51721,138.0844
-14066.54,2067.232,2342.418,-8.5516815,-56.507103,220.94838,-13564.966,5939.35,-2620.2976,169.41542,-99.34558,53.63241
-13964.398,1837.8809,2154.2717,-285.51218,-117.26458,69.71917,-13363.379,6047.901,-2391.685,91.08201,-189.10938,-53.881184
-14053.479,2094.3132,2250.1357,-692.17847,-220.56102,2.1667051,-13487.17,6002.9824,-2177.7402,231.67558,-309.82468,-265.16522
-14072.92,1993.4082,2246.6804,-939.2582,-14.77419,-129.76103,-13419.037,6001.6523,-2238.0808,167.86261,-201.2927,-379.1235
-14222.478,1895.1016,2457.99,-964.53687,88.90834,-187.61359,-13578.883,5958.0566,-2669.712,83.15556,-116.0048,-455.37677
-14437.414,1916.3588,2471.7715,-427.96347,-22.022577,-362.0589,-13819.784,6069.6694,-2630.829,46.13864,-197.27298,-482.1865
-14521.943,1984.9155,2272.9512,-41.98373,-86.9881,-441.0235,-13787.372,6205.902,-2500.0015,-64.877205,-371.00354,-489.6913
-14370.998,1958.0374,2487.849,-279.72717,-74.752556,-397.3297,-13717.936,6168.7773,-2187.7852,-78.826546,-577.92413,-454.3584
-14403.614,1879.785,2275.7927,-621.9697,-3.8775773,-160.94087,-13261.944,6021.953,-2159.906,-96.51519,-633.00684,-384.87198
-14173.893,1853.6753,2570.8745,-689.5216,49.6555,4.6194363,-13436.888,5850.0103,-2505.1887,-60.158054,-569.0912,-284.80457
-14241.714,1783.0547,2442.342,-586.54333,-371.19464,-27.95174,-13415.691,5753.7197,-2648.7021,-69.59035,-638.07367,-158.98639
-14181.064,1865.4797,2264.408,300.40103,-368.655,-46.22816,-13310.989,5774.071,-2453.714,-7.796465,-506.46936,3.0358796
-14221.808,1968.5251,1932.5712,162.56056,-376.90887,200.60884,-13247.746,5799.306,-2325.673,18.756554,-404.49698,20.571861
