ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
-13069.735,5234.965,3853.7126,-258.21472,-75.51662,178.71245,-11915.937,7734.9287,4377.523,544.15955,-209.23865,-188.41525
-13325.002,5203.3525,3732.6594,41.246338,-38.8306,112.51077,-12007.613,7726.422,4405.1426,477.49527,-219.71603,-173.74722
-13535.72,5498.3184,3434.5134,-14.835451,-129.70721,316.34857,-12082.342,7784.2363,4328.614,414.1253,-196.53168,-133.7825
-13411.234,5411.921,3606.4429,-117.79306,-22.502842,296.51312,-12255.502,7771.497,4437.599,361.17682,-195.56935,-102.96587
-13429.772,5248.587,3745.4438,-278.36752,-18.177828,300.8332,-12025.659,7809.326,4526.732,326.10474,-114.400764,-63.05874
-13600.011,5239.697,3648.8398,-407.7926,-353.62805,178.11179,-12164.713,7851.709,4590.9194,230.37721,-312.96616,-51.090065
-13605.931,5317.2544,3613.112,-551.6075,-563.0109,155.41637,-12420.349,7783.735,4689.3345,111.6739,-458.6472,9.47827
-13821.185,5371.555,3806.7285,-658.1862,-691.00244,98.35182,-12357.28,7836.784,4489.9424,17.003485,-606.2112,123.56314
-13709.867,5152.5776,3794.7878,-833.20087,-845.3788,184.87677,-12337.678,7759.2036,4587.9263,-39.140057,-691.9151,308.1825
-14027.082,5241.571,3872.8474,-844.7194,-970.69995,190.52385,-12509.424,7926.878,4359.32,-70.33795,-723.00916,462.30273
-14288.966,5219.896,4194.3687,-853.8131,-1153.9869,454.77975,-12324.882,7983.5835,4443.9307,-144.53772,-868.72504,704.11285
-14031.586,5597.793,4015.8657,-1082.3457,-1286.5918,996.5178,-12309.6045,8095.479,4246.08,-224.83345,-800.9931,866.0474
-14097.239,5471.7285,4374.175,-1367.8601,-987.6674,1518.2166,-12356.525,8296.583,4041.5503,-423.05115,-788.3848,1050.0907
-13912.86,5280.5244,4650.0347,-241.09286,-1151.7573,1514.9807,-12388.864,8220.865,4327.035,-532.35895,-791.4145,1159.5593
-13843.842,5667.98,4549.789,-584.05896,-1537.1686,1757.4637,-12216.953,8355.858,4545.289,-585.5944,-1154.4824,1413.7537
-13691.708,5623.6772,4309.523,-741.5774,-1576.5813,1922.3336,-12414.763,8575.498,4711.5283,-659.9509,-1040.1295,1570.0592
-13908.814,5801.5747,4930.141,-1420.6597,-1712.312,2244.7688,-12098.217,8486.955,4442.0405,-758.067,-1418.5573,1713.8624
-13311.6045,5852.9556,4398.493,-3843.1697,-1293.13,3396.0613,-11518.507,8545.387,4045.2524,-841.0041,-1619.0507,1890.5011
-12586.987,5249.3037,4091.9758,-2340.649,-783.16785,3573.3552,-12056.514,8926.087,5180.0767,-1118.8004,-1530.9907,1836.5817
-13112.193,6152.7554,3762.6165,-1125.8706,-1543.0238,2867.6685,-11898.43,8551.465,5602.552,-1044.9594,-1740.1805,1800.6671
-12633.303,6694.7827,3393.6033,-2034.0432,-1709.9777,2912.756,-11525.255,8424.385,5519.1104,-981.63995,-1601.2311,1750.983
-12073.674,6277.1973,2940.401,-3308.4543,-800.69257,3114.7937,-10913.282,8469.816,4732.202,-844.1537,-1246.6937,1809.054
-11412.315,5819.53,4978.324,-4169.726,243.37486,3549.3723,-10749.431,8813.923,4665.3833,-689.76556,52.94889,1683.0166
-11916.312,5190.6265,5741.9614,-3464.9058,737.64185,2925.14,-10817.761,8943.941,6110.0425,-1072.0713,767.8724,1202.1335
-12220.099,6213.4116,5227.3213,-3305.6626,-513.6489,1950.7529,-11066.647,8093.7876,7367.697,-736.7587,241.6962,872.21857
-10967.652,5771.3154,5584.51,-4985.558,560.7104,2602.2644,-9735.015,8350.299,7008.497,-50.57176,753.87634,905.40857
-11130.804,3840.7683,8728.989,-5116.6475,1385.6658,2172.938,-9857.654,8405.126,6570.6025,1062.8954,1119.7609,815.40015
-10316.382,4022.339,8681.766,-3591.8486,2511.605,1629.6537,-10719.1875,8449.1045,6855.337,2509.3105,-1113.8308,-203.2873
-9742.512,3011.287,9087.631,-2877.7173,1316.1228,-1058.2019,-10292.305,8119.9688,8312.89,3548.7637,-4596.0737,-1283.1371
-10347.595,-251.8824,12505.573,2917.1902,-2516.7466,-5523.2373,-9944.091,8150.214,9542.216,5649.144,-10003.539,-2754.5532
-9444.99,580.6146,13054.581,8698.763,-4329.483,-8985.088,-8827.741,8093.6494,9814.65,8519.056,-10020.544,-3835.4624
-9275.736,-483.7978,13443.613,9400.701,-6372.3896,-8810.777,-8996.465,8507.169,11519.006,10558.376,-8477.167,-6027.5146
-8740.598,-906.00507,12684.473,11935.991,-6397.983,-7602.8823,-10463.808,8849.125,11582.305,12886.962,-8420.937,-8441.952
-4646.6084,-1225.0679,10015.463,19307.652,-5167.454,-4978.784,-13380.54,8992.286,10711.093,14922.953,-8005.958,-10799.886
-1161.8868,3560.664,2339.426,18500.877,-2484.0332,-2289.7083,-9817.938,10125.691,7194.1226,14184.739,-5045.5996,-10815.914
-3531.4377,-1808.6395,-3336.2937,24741.625,-269.1713,593.2114,-3314.001,13342.568,8687.414,9918.233,-1201.9398,-12844.626
-8381.288,-309.67142,524.735,13302.708,659.672,4821.23,-10347.877,10485.383,7557.586,7725.1426,590.55884,-12238.888
-8655.558,-3306.0176,8827.638,3187.1343,4208.123,7133.686,-12873.059,6630.351,7738.3345,4654.5957,1321.0176,-11562.879
-12110.075,-3941.856,6985.2847,3727.1968,8703.328,11474.748,-15181.136,2896.7615,11163.657,5158.7144,2238.1777,-7711.6733
-10768.108,2454.3787,3251.6748,6801.8403,9046.009,17212.883,-14708.134,4674.617,10507.622,7222.0356,10053.291,-2143.8328
-8796.501,11147.216,-4037.7393,6391.4946,2549.3328,12915.78,-15299.08,4192.8696,7311.436,7163.8726,13920.498,-196.12325
-6078.175,19014.58,-14342.199,-10301.856,2559.617,10648.869,-17723.691,7605.7925,1404.6335,5911.906,9076.97,2524.0974
-2650.924,16234.43,-10038.135,-17342.998,384.32532,7146.2817,-18309.297,9099.693,-2975.1045,2482.719,4469.4785,4679.396
225.2439,14090.774,-6156.1772,-17808.21,-1578.3512,5338.357,-15593.229,8199.956,-613.3827,682.19934,-2823.6174,6420.7637
400.49164,11423.113,-2512.921,-19978.2,-4607.1504,564.0912,-12086.506,8816.374,2498.895,-1633.5697,-11018.369,6974.4707
-829.29376,8222.806,65.58642,-21047.096,-9618.204,-5196.9897,-10993.673,8180.8037,4949.359,-3439.9758,-18080.781,4910.5747
-2503.9229,5630.108,2002.6897,-20762.344,-14689.021,-12166.241,-9891.208,8240.373,6102.494,-4638.2563,-23085.773,3694.441
-241.40804,3398.1365,5408.709,-21910.488,-17622.475,-17276.45,-9708.288,7737.698,7611.508,-4790.438,-22819.133,2098.243
52.207386,272.1709,9367.716,-22468.162,-20231.43,-21633.107,-9649.526,7433.776,8681.917,-3872.7048,-21287.748,1173.8352
2712.6616,-3407.8813,12320.48,-21931.621,-21469.963,-21450.822,-10329.366,7860.811,9074.168,-2870.9604,-21436.67,402.8526
4411.0166,-6237.4043,14024.82,-21102.143,-20738.295,-21416.424,-7741.7764,8304.635,6984.766,-3542.0557,-21602.248,-891.75024
4782.168,-4058.9941,12963.685,-15591.119,-20548.16,-21329.672,-4643.376,8215.063,6699.0874,-4366.7764,-20790.201,-2826.8618
-515.0293,-8384.088,19427.725,-1703.0647,-17135.527,-21440.998,-1583.125,8619.969,8308.519,-5063.8574,-20001.523,-4604.173
-2588.727,-5108.6426,16923.314,19116.424,-20657.088,-21609.154,-3547.7493,8486.093,10890.583,-5549.786,-20026.693,-4588.7188
-3345.4102,2129.1301,12751.136,16565.762,-21228.121,-21635.49,-2638.1472,10457.304,13227.964,-5770.1826,-21155.352,-5131.0835
-19.403297,1538.7089,14515.139,8080.351,-21707.668,-21761.684,-1454.3397,10351.764,10786.0205,-5901.477,-22358.395,-6100.3633
4482.19,-1680.7373,16217.479,8658.034,-21598.924,-21650.83,1821.1049,9829.783,7497.525,-7401.9746,-22694.559,-6598.17
10496.523,-2228.0955,12808.571,20031.785,-21584.059,-21835.436,5550.8447,9095.56,8519.453,-9521.071,-22110.56,-6928.645
8330.164,3937.1172,6985.399,21887.98,-21312.969,-21788.268,7010.3257,9275.082,10962.928,-10551.265,-21541.555,-6243.5522
5438.244,4561.254,7961.084,1646.9375,-21210.96,-16758.783,6835.8345,8668.967,10024.813,-11927.67,-19633.553,-6160.5366
9084.345,2553.64,11906.465,-6710.897,-16226.568,-13276.304,3153.9878,5643.9126,12918.513,-12750.113,-11563.797,-4526.469
3232.0076,-2123.553,19687.908,-9891.685,-4536.3823,-11228.798,1310.6213,1923.9777,19877.672,-11791.241,-4922.058,-4067.7974
-2892.76,-6046.5703,27010.246,-4972.855,1764.7935,-6963.165,1048.1719,232.5449,18597.008,-8800.076,-1755.9337,-3491.3179
-2519.9036,-2436.6296,26091.818,5861.5537,1850.069,-4144.6294,164.72606,925.7782,21592.748,-4859.9385,1252.3407,-2256.3752
-459.69238,3404.1138,16158.847,4258.64,1685.9751,-3060.8318,-807.3723,1950.098,22823.29,-1505.5739,1366.4607,-2469.858
1161.4471,1485.9103,16378.479,-246.00475,1947.7424,-2253.7156,243.09929,2944.948,17352.254,482.50043,1340.4829,-2420.4302
3220.2961,664.0725,14388.653,482.27475,5298.7324,-1739.5785,839.5637,4067.5935,14671.584,1121.5929,3820.967,-1876.5994
3044.0156,1007.8938,13438.67,2822.6255,8356.16,-1252.2925,401.10815,4818.8604,14061.776,829.47205,5807.902,-1612.6494
2571.3972,2457.7495,12096.196,2327.4792,10363.575,-979.5374,150.5239,4466.193,14735.975,766.1766,6974.2866,-1180.3334
1122.2637,2744.7825,13033.874,273.0593,9737.792,-168.0902,-47.240726,4772.8613,15103.91,707.9154,5575.7275,-993.9349
495.51566,2467.4355,13349.471,-1110.344,7426.212,914.7933,451.988,5153.4497,14813.4795,408.8091,4159.234,-896.1023
2212.0256,2284.8826,13492.214,-631.82184,8856.505,1703.3203,322.40305,5230.292,14886.107,157.03812,5843.8013,-322.1517
2520.7312,2929.926,12728.448,-607.9968,12600.093,2048.083,851.546,5138.325,15328.048,-41.740536,8993.626,227.82005
1531.7798,3275.0242,12694.6455,-1278.5586,17001.943,2887.0298,103.64215,5187.228,15501.155,162.48381,12124.633,744.8219
-1403.8295,2681.5242,14510.243,-1985.9578,18408.793,4313.148,-800.06396,5117.7114,15304.237,332.62378,12629.623,922.1064
-3098.6714,1763.9935,16134.583,-686.35876,15417.96,5633.841,-2311.8606,5291.3037,15328.334,617.46967,10732.326,784.6234
-2318.2236,1925.2086,16185.514,699.99457,9563.5,4824.2856,-3725.4043,5388.2495,15732.849,720.8543,7943.886,686.83514
-1408.7319,2447.8948,14315.735,1663.8319,8554.973,4301.708,-2874.375,5622.658,15558.636,561.45844,6911.4644,988.5422
-556.2781,3511.83,12614.054,1438.2709,13915.663,5393.4893,-1994.1613,5874.141,15484.84,593.27356,10201.265,1731.8898
-914.4206,3972.7595,11625.562,598.1077,17753.27,6107.1895,-2309.9653,5644.1226,15468.714,641.1829,13408.015,2388.7324
-2787.7017,3509.8413,11526.292,-1006.75433,20424.328,6536.998,-3001.384,5650.543,15289.598,396.3188,15562.001,2845.5903
-3776.5327,3381.461,12647.412,-1524.856,19843.379,6381.133,-3976.1853,5414.363,15353.215,448.3364,16168.849,3222.2764
-5072.328,3162.6257,12221.33,-2491.4849,19211.635,6466.156,-5247.835,5386.778,15527.077,689.1181,15014.296,3130.7764
-4511.7153,3962.937,10970.239,-4731.069,20680.986,7326.575,-5071.7583,5327.4473,15332.075,766.61975,14808.51,3215.4187
-4753.0933,4041.5308,9586.032,-7725.314,22077.598,7877.723,-5722.3677,5615.062,15016.2295,771.29065,17112.65,3263.8865
-7162.21,2245.2844,10657.783,-7425.745,22122.43,7609.2803,-6251.952,5718.786,13680.647,210.37407,19394.064,3442.4255
-9509.534,2236.944,11851.951,-4894.121,22554.09,8256.7295,-7958.7754,5690.2915,12400.169,-477.2957,20293.346,3577.3213
-10353.304,2808.392,11570.0,-3801.6162,22639.527,10299.593,-9107.393,5316.508,13256.678,-493.64908,19321.832,3866.1343
-9116.426,3906.841,9819.549,-7825.935,19988.79,10822.943,-10972.351,5465.953,14895.488,-525.24744,14367.114,3579.9463
-8297.605,4235.241,8678.73,-14441.351,15316.545,8339.25,-10057.74,5769.4116,14484.581,-687.44226,8502.019,3791.2358
-8917.334,1454.6411,10420.416,-11128.458,9186.059,5484.329,-9271.719,5722.909,12724.052,-781.83154,8890.791,4083.9749
-7442.0425,3016.469,8834.779,-7850.3823,11770.051,6313.5933,-9327.291,6098.1733,12404.269,-1205.5586,11949.189,4304.727
-8234.233,4057.7834,7629.385,-6972.6216,16021.966,8421.175,-8939.4,5999.4517,12121.262,-1724.9438,14510.607,4638.63
-9405.358,3900.7664,7222.113,-7165.706,18310.656,10032.844,-10034.658,6050.33,12277.844,-2191.4104,17178.57,4740.3765
-9486.917,3627.5762,6933.3647,-7355.188,17808.4,9162.189,-11907.864,5652.7905,12083.215,-2454.9924,17080.371,5295.635
-10636.461,3874.8481,6721.8003,-5912.9497,16266.896,8165.713,-11514.671,5875.117,11344.845,-2752.1023,16263.02,5648.241
-10109.559,4619.3228,5244.099,-5702.6963,17270.432,9898.231,-10223.007,6279.3994,9089.445,-3683.0037,19733.592,5882.8013
-8474.909,4624.3086,4292.606,-4242.6475,22596.703,13647.212,-12073.194,6238.9976,8861.402,-4634.687,24616.871,5198.3
-10086.9,4942.0234,4509.346,-3815.8408,23389.895,11117.011,-14980.089,6324.8037,10752.287,-6011.063,19779.896,4386.277
-11739.491,4191.9595,5890.951,-6554.6587,14217.282,4760.321,-13796.288,6010.1216,10419.236,-6793.8706,12179.354,3631.8235
-11101.56,3917.561,5795.054,-9221.429,6189.134,894.705,-12448.045,6054.189,9574.997,-6939.3447,7522.7812,3233.7266
-9074.628,3383.622,5893.1265,-9351.632,5968.93,1458.0853,-11888.375,6465.8047,8614.061,-7038.6343,6326.0967,2963.143
-9007.736,2953.3484,6212.2217,-6446.784,9255.822,1997.0767,-11974.418,6289.775,8882.391,-7051.8696,7377.543,2869.5598
-11554.697,3463.3826,6570.6187,-5832.793,9062.97,823.94775,-12225.836,5997.166,8993.759,-7043.4272,7787.37,2835.8389
-12417.077,3351.1736,6988.722,-6300.5195,6577.914,380.40826,-11732.129,6439.8086,9086.667,-6693.726,7094.459,2837.1208
-11449.7295,3149.6265,6535.727,-7599.7227,6489.8447,2474.1804,-11027.614,6195.3315,8405.254,-6462.562,7390.047,2858.6204
-10907.204,2125.4668,6345.395,-6371.6953,7683.915,3177.1814,-12483.225,6061.3057,8701.527,-6027.233,8397.633,2852.1804
-12482.546,3186.8647,5747.089,-5923.7866,8454.843,2207.1807,-12845.569,5893.891,8952.961,-5628.3945,8531.295,2798.2253
-13898.632,3403.5142,5551.838,-6483.104,5949.5815,1638.2546,-12392.313,6276.5054,8522.881,-5134.1304,7053.477,2481.6367
-13188.41,3257.9426,5143.2935,-8703.476,3303.89,1690.7234,-11810.015,6116.9365,7788.9487,-5006.107,6647.7705,1996.2252
-13079.892,2505.747,5246.643,-9120.566,2546.54,2741.2588,-12957.568,6073.418,6978.742,-4810.8584,6604.676,1691.7996
-14722.49,3311.6516,5059.937,-9657.199,951.8904,4241.8545,-12612.606,6110.0767,6311.7925,-5318.69,6032.1533,1313.8319
-14480.026,2501.5725,5589.7295,-7331.102,-1113.6595,4420.127,-13345.5,5969.551,6283.3447,-5512.5273,4787.24,1172.6956
-12947.672,2662.8865,4319.5933,-6444.5825,-1464.1954,3940.87,-12458.317,6118.273,6520.7397,-5575.2324,4736.8877,1008.70984
-12618.231,3003.524,2869.7427,-6300.553,1037.1571,3488.5435,-13193.783,5471.0493,5943.0054,-5606.104,6469.1113,1029.7927
-14606.524,3307.8567,2272.888,-6302.1997,3671.8525,4079.5366,-13019.356,5915.862,5553.789,-5808.716,6863.035,918.8292
-15444.977,3375.6257,1314.1963,-7481.5503,6184.4937,5381.189,-12843.13,5748.9585,5407.7354,-6306.5083,7928.9766,1004.73737
-16204.0205,3554.2566,937.0217,-11862.116,6798.0703,6598.261,-13271.943,5875.2896,5412.842,-6434.7524,6672.099,633.6056
-15111.874,2553.4846,2407.7747,-16446.904,6520.3477,6889.5664,-13296.395,6218.224,5320.3765,-6699.1733,5799.2744,416.6436
-13691.56,-78.71008,6224.4756,-15089.217,3481.2595,5083.5703,-13351.286,6128.3145,4387.29,-6874.797,5134.485,575.83545
-12800.406,-175.97366,8839.943,-10245.072,2263.4397,3337.3066,-12879.632,6164.205,5974.71,-6628.3867,4141.6455,335.52353
-13303.742,735.2579,9259.139,-6639.436,1036.6523,2680.2705,-12637.812,5990.3076,6657.595,-5326.1084,3269.5703,184.32938
-13439.781,1918.4348,7896.865,-4523.929,-1421.366,1768.7599,-12762.739,6234.6084,7010.411,-4255.8467,685.3441,411.3917
-13122.579,3024.0664,5882.094,-3686.2715,-1231.6732,1790.8528,-13039.476,6642.8257,6947.8286,-3278.0452,-693.64545,634.0361
-12829.307,3200.042,5351.5337,-2835.2444,-400.67252,1710.8976,-12376.585,6458.5645,6782.1255,-2188.9343,-1025.8328,757.9011
-12566.513,3298.8127,5481.0864,-2206.983,-297.2618,1164.8807,-12271.635,6879.996,5946.605,-1118.4114,-648.8732,1094.7314
-12875.131,3754.0889,5889.99,-1333.2097,-1488.6049,176.5326,-12258.361,6863.9854,5897.1353,-497.1163,-1044.1096,1242.5277
-12817.176,3423.2114,5567.141,-541.75165,-2415.7214,-155.43622,-11438.743,6858.881,5649.6436,169.67752,-1171.5361,1340.9374
-13027.237,4121.5996,5253.7124,282.80624,-2256.2427,-56.0466,-11380.616,7280.664,5888.026,446.9231,-812.3293,1182.2399
-13523.197,4010.577,3932.3245,2073.2341,-1475.6998,620.1235,-11100.174,7234.7793,6160.522,676.4925,-590.6692,916.38275
-13018.867,4749.4307,3749.3865,2510.5642,-781.82,1596.4578,-11251.297,7150.637,5502.166,1124.1571,2.8847265,831.5254
-12369.338,4735.405,3475.3745,2094.4792,-525.9172,1190.2653,-11966.59,7344.849,5232.945,1380.308,19.375084,793.33954
-12919.273,4948.0137,3598.264,1197.1808,-1018.11774,555.4293,-11793.177,7570.6055,5164.344,1434.3834,-583.0617,723.6415
-12663.497,4912.2734,3583.2625,422.06708,-1260.2068,332.02237,-11568.223,7535.4106,5046.1255,1292.5868,-511.2782,551.6914
-12988.941,5297.6133,3324.5193,233.8347,-800.52686,245.7949,-11386.153,7574.2446,5276.8247,1167.1946,-511.98822,440.6524
-13091.236,5232.84,3481.9998,-238.11342,-971.42017,274.4356,-11269.191,7777.2886,5238.5527,1286.7787,-516.9477,249.46898
-12539.33,5165.4927,3638.1646,230.93837,-947.3949,258.83282,-11214.012,7881.8936,5123.4385,1204.6531,-262.4344,110.609024
-12739.64,5336.1567,3487.741,304.1888,-765.2304,212.41699,-11289.056,7887.984,5092.1323,1163.8962,72.563736,-35.281868
-13019.09,5221.1113,3537.0894,52.590584,-585.0044,168.62274,-11577.642,7866.37,5387.753,1124.3927,84.921104,-44.53208
-13016.058,5395.0835,3665.1787,-179.90015,-45.160183,290.57202,-11228.634,7870.1387,5220.778,1018.6752,1.2614858,-143.75954
-12872.153,5230.2485,3909.022,-172.11993,152.94319,276.05258,-11409.618,7907.6875,5024.6743,870.1264,145.21875,-197.88054
-12622.014,5038.466,3937.0295,98.707726,120.55576,20.197863,-11546.31,8107.2275,4918.646,751.7185,175.5288,-304.83096
-12956.065,5152.179,3767.6428,254.3288,-224.4438,-364.68173,-11374.672,7927.43,4739.1753,677.6855,-137.27248,-421.05344
-12914.811,5310.698,3602.4048,215.03246,-120.60215,-472.20038,-11896.954,8016.844,4923.86,691.9092,-175.13313,-371.51868
-13625.95,5371.55,3622.3599,101.379196,-81.710236,-470.09235,-11720.727,7952.289,4828.4907,628.9152,-447.9096,-313.23218
-13893.127,5327.1274,3524.32,11.197456,-121.01454,-188.59769,-11740.019,7916.4434,4899.056,643.75385,-483.69952,-130.61707
-13451.001,5141.5933,3656.2156,194.35532,-228.15282,257.7519,-11581.98,7887.8706,4855.4707,608.12384,-194.94992,-33.035114
-13473.65,5210.8066,3500.0242,269.3616,-294.48285,229.44331,-11952.376,7842.0786,4556.1323,634.44275,-231.14922,13.981763
-13146.602,5108.3096,3496.882,106.53397,-576.8711,264.51572,-11532.2,7847.4185,4634.8364,631.8158,-140.67877,63.369434
-12907.294,5063.2534,3360.903,205.94495,-279.92603,336.369,-11441.013,7745.2344,4562.6562,617.97656,80.896866,-42.39711
