ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
7014.542,550.9734,8120.115,-204.64255,-52.666424,-300.90738,3367.8123,-2310.7378,4615.6006,-168.31082,-102.29481,-202.70909
6910.059,511.59882,8073.827,-121.90755,-103.648766,-292.54556,3352.793,-2254.6504,4709.442,-173.05656,-155.67671,-192.05109
6937.573,675.8425,8020.957,-192.81595,-150.17648,-263.18713,3397.5342,-2271.1943,4661.4834,-130.428,-164.68501,-203.11028
6998.727,545.01166,8104.8745,-173.31276,-76.01193,-328.67697,3375.4019,-2301.4976,4569.0693,-126.641624,-112.972725,-219.09348
6922.3975,495.47507,8101.695,-132.90367,-106.39202,-284.76486,3247.9163,-2286.76,4765.3076,-123.027336,-134.16791,-207.23773
6913.456,543.7242,8072.8843,-179.4634,-221.08426,-284.41925,3373.6326,-2309.4463,4743.8667,-114.27513,-116.7951,-207.3915
7108.2124,536.6727,8149.8228,-216.31142,-217.5322,-274.82996,3394.4456,-2302.266,4763.327,-145.72484,-130.04736,-215.25853
7097.663,592.95807,8021.4976,-215.99121,-27.612242,-314.08646,3413.2004,-2301.2139,4749.038,-121.22714,-101.9436,-213.807
6910.2593,452.49185,8086.791,-129.65283,56.265266,-331.83133,3403.8003,-2333.265,4712.9624,-141.92966,-53.097385,-203.84561
6760.409,547.59393,8051.6025,-134.2831,-87.950195,-300.10663,3363.5144,-2324.3809,4886.766,-170.67206,-94.529785,-220.77017
6866.225,612.03656,8115.146,-125.903206,-204.90216,-308.60413,3302.8547,-2364.625,4657.4966,-146.2278,-180.10405,-192.09973
7081.164,618.3906,8070.8984,-117.17279,-167.24147,-334.22244,3431.824,-2345.7046,4674.4224,-159.92534,-155.0964,-214.86646
6942.568,539.16376,7932.8545,-58.433723,-101.83728,-331.1194,3380.7168,-2286.6838,4832.944,-120.78601,-117.54474,-204.07817
6914.294,650.47565,8116.4463,15.591252,-155.34436,-374.83392,3412.1519,-2329.166,4771.3833,-173.62637,-132.80286,-215.24594
7080.891,618.9979,8013.791,388.93475,-178.27354,-410.03146,3407.8193,-2309.695,4641.1855,-199.49876,-158.61021,-187.38103
7203.768,-127.808716,7732.9004,253.19952,-292.73297,-476.69263,3283.3955,-2383.8044,4655.5444,-215.06273,-119.632416,-208.11832
7035.443,589.58563,8084.5625,147.9586,-375.8057,-312.6087,3296.1326,-2380.7715,4587.5376,-151.00728,-144.30055,-212.22456
7011.96,540.1561,7979.796,-91.15266,-249.59023,-279.10965,3314.3857,-2312.0164,4567.068,-80.07134,-162.93613,-246.80266
6979.864,573.76697,8161.049,140.42621,-381.67902,-283.35834,3386.2205,-2264.4683,4678.6836,-113.05616,-112.13905,-230.10292
6919.8086,617.2902,7950.7446,111.74951,-251.57579,-249.16269,3425.5112,-2262.533,4680.2734,-81.91843,-106.14162,-220.96921
6958.451,648.8986,7896.148,66.616066,-240.59543,-223.86835,3431.064,-2254.8806,4547.2773,-72.87404,-50.420475,-237.90398
7034.9766,624.35187,7883.954,-222.3827,-185.77367,-226.80292,3312.6765,-2260.3442,4817.9775,-97.61154,-172.23985,-266.0556
7135.4956,588.9507,8228.189,384.08752,-193.90443,-467.39233,3709.5823,-2204.1687,4812.1704,-245.99162,-81.18096,-283.57956
7170.673,794.36743,8493.054,784.1784,-200.57733,-358.2754,3441.865,-2300.664,4738.276,-307.84055,64.70963,-180.30623
7309.315,743.1096,8062.0493,885.713,-72.81975,-467.12515,3349.098,-2261.4421,4679.4985,-329.43973,123.21041,-123.65872
6900.106,537.9829,7799.8447,651.3598,-309.73224,-401.64893,2984.8628,-2313.1797,4542.125,-295.59857,-151.81506,-97.704185
6828.4844,494.63483,7992.7637,545.4686,-620.53296,-415.98434,3193.585,-2331.9004,4435.609,-148.80223,-237.15056,-169.61104
7006.361,428.18106,8029.825,493.25012,-689.4044,-445.19598,3363.5012,-2381.0166,4704.3267,-137.7697,-23.771164,-221.97832
6960.117,641.7281,8108.711,665.91064,-695.4568,-447.4738,3452.0078,-2223.4983,4792.1646,-105.22088,3.39976,-244.437
7169.1235,390.80084,8380.085,1183.8878,-817.6213,-603.6024,3199.8071,-2345.3303,4709.185,-96.4754,109.29949,-279.46902
7162.027,540.0379,8682.645,2537.2793,-957.45593,-569.9518,3260.0764,-2369.0903,4678.7964,5.257968,83.2337,-268.8735
6894.9756,700.11615,8416.779,3287.4263,-1113.1194,-489.40106,3287.309,-2330.045,4878.0635,-150.59023,241.72116,-391.23096
6764.1074,909.438,7506.6055,2786.201,-769.89,-429.7647,3375.4011,-2331.686,4959.534,-214.54028,158.82797,-469.81656
7217.954,593.76666,7849.612,2523.0432,-1066.9429,-544.98517,3344.5942,-2383.046,4682.664,-32.481236,135.47429,-501.89197
8058.1465,678.89923,9044.423,4074.93,-1529.4272,67.73154,3392.763,-2488.4978,4639.556,272.47028,224.57098,-457.77356
6990.9546,714.85004,9061.067,6624.736,-960.3831,365.0808,3637.6362,-2337.8162,4791.165,109.65318,678.7525,-830.2189
6548.2915,1680.5402,8405.18,7353.0547,-1793.6862,455.18292,3335.0144,-1709.7284,5493.6094,-209.19289,-4.9151535,-944.54114
5796.6333,1804.8685,7930.6445,9063.092,-3473.5388,-136.98607,4236.664,-1558.6149,5690.889,-1040.6741,-124.277985,-834.839
8130.772,2252.6719,9068.958,10768.005,-2435.096,-81.05425,3963.673,-1752.7188,5477.6997,-1490.5525,963.8532,-703.3147
11203.436,4354.0083,10489.915,14577.698,2054.8823,1153.6495,4368.598,-1844.0654,5785.1646,-2339.211,2892.8225,-381.3988
8689.9,4567.083,10453.159,9549.128,7556.1006,1400.6599,5725.586,-1355.371,7187.2573,-3653.4392,5367.884,128.74475
6528.0493,2583.8943,10723.205,1740.5138,11719.936,-2533.5623,5112.941,-1507.3849,7604.5693,-4694.7544,8495.152,858.6266
5309.1855,2844.5227,9068.091,4559.398,12689.016,-7375.236,5274.4604,-2114.1511,7131.244,-4665.277,11288.854,1792.3286
8570.366,10584.753,17814.078,-10549.439,11972.682,-8881.875,5012.351,-1526.6564,8460.459,-4712.514,16230.996,3770.4192
6262.142,99.76032,11789.764,-15826.782,21259.76,-14176.127,6068.97,-3049.6587,6044.601,-4834.0605,25674.916,6181.3916
4735.8726,-819.14923,10343.827,-18255.348,24343.846,-14503.147,1995.8145,-1933.2784,4262.915,-4442.7217,30586.973,6698.5503
3750.8875,270.92236,9082.95,-18443.525,27867.668,-16524.227,1868.335,-1685.196,1797.9985,-5309.8125,32767.193,7309.1465
2403.9937,1207.2163,8659.861,-17276.205,30991.928,-16759.717,1480.1405,-1074.0714,574.6997,-6432.345,32767.117,7897.283
3683.263,2524.7815,8010.5195,-17709.87,32766.871,-16285.895,2142.4006,-480.37814,889.6611,-8881.772,32767.227,8722.747
1479.1663,2450.7224,6763.7017,-21419.898,32766.992,-16981.537,513.14777,-565.5882,2111.6401,-10308.474,32767.504,8917.901
-2573.0422,38.954556,-427.22098,-25086.654,32766.617,-16651.389,988.179,-1261.1595,350.3829,-12224.465,32766.744,8036.657
-3085.684,4962.625,-742.67883,-29096.719,32767.555,-15498.894,-1065.1782,-2917.9575,-669.95874,-12024.899,32768.094,7422.3096
603.72327,-1011.1045,-341.44363,-31439.81,32766.428,-13832.244,-3122.7485,-1674.5133,-501.95737,-12261.978,32766.65,4786.614
1098.9824,-4603.416,-290.47318,-30010.281,31038.865,-6852.3286,-4428.5747,-1545.9629,-732.97797,-13032.313,31466.893,3027.8909
978.80383,-2486.8406,4277.9526,-29060.75,23210.852,-908.2953,-1374.6902,-985.41003,-1478.9625,-12352.4,29537.125,2081.4592
-267.99802,857.2675,6726.0864,-29925.705,22276.936,1705.6782,-60.44485,-1292.0681,-58.51379,-12039.62,25592.512,1456.5897
-1256.6304,-1866.4343,4101.447,-28183.197,19364.648,2744.9746,-1251.0156,-1121.4075,2741.041,-11079.445,21628.332,600.08527
-2414.1313,-2508.6318,4964.8047,-24441.592,14389.467,1595.3167,-1487.8558,-849.0137,4024.1099,-10283.761,15848.853,-433.34058
-2156.6602,-2316.097,8015.6987,-21152.027,6127.829,-464.06595,-1929.9359,-1272.3943,3911.5378,-8818.393,9337.306,-1893.5425
-2158.3923,-2826.6272,11162.335,-18720.088,2127.1008,-294.32138,-1532.5619,-628.59674,2796.3352,-8055.012,6094.9785,-2115.6938
-2109.345,-3214.691,10743.411,-14804.834,1697.2357,-56.076496,-1329.393,-460.39108,3288.6665,-7188.2666,5207.3926,-1856.6696
-3015.19,-3264.8071,10312.995,-11226.889,2215.5244,20.179232,-1302.1276,-1072.5596,4730.8164,-6063.962,4200.135,-1616.0454
-3599.2964,-3229.6055,11586.448,-7658.0806,3133.7788,-973.12244,-1751.564,-1277.7985,5546.4224,-4609.273,3327.4238,-1729.5554
-4173.0996,-2612.518,12869.62,-6624.5522,2659.865,-2069.1536,-2655.2048,-1647.9147,6386.4683,-2914.5845,960.9142,-2084.7383
-4874.646,-5203.4214,11999.179,-3904.017,3054.7927,-3259.9495,-4045.9417,-1658.6787,7661.494,-715.81586,-1033.269,-2166.9846
-4886.1797,-5103.9453,12399.079,1789.0096,-4407.581,-2830.6428,-4506.2964,-1296.3823,8369.05,1180.2583,-5128.2764,-1454.5176
-3849.4312,-3241.8743,13106.867,3575.526,-10188.983,-2308.185,-3713.2537,-1137.99,6183.0264,2215.4146,-8455.894,-1363.2725
-5203.406,-3714.6409,12627.324,4189.925,-9429.967,-3728.8762,-4087.3467,-1302.1676,5366.5337,3488.6228,-11967.284,-1572.6609
-6765.0654,-4936.932,11990.248,6532.989,-12188.883,-4270.781,-5414.135,-1302.0869,5628.1875,4376.902,-16037.658,-1475.7272
-7306.268,-5180.4634,11185.38,11037.07,-15685.13,-5759.157,-4934.3394,-1289.4172,5291.4624,5131.948,-16064.494,-2067.5623
-6626.412,-5812.531,10303.239,17583.256,-16867.967,-6944.6636,-3940.2373,-1435.5112,5259.635,5915.6147,-16598.258,-2899.3389
-5314.5527,-4747.5483,11241.293,19639.887,-18034.58,-7726.931,-2597.5764,-1084.9163,5895.844,6501.2246,-17690.73,-3998.748
-4793.845,-3582.58,12413.774,17924.965,-19095.291,-7838.4624,-345.83307,-603.35596,5540.0,6600.9985,-17993.818,-5321.4717
-2096.7773,-3402.7517,11480.076,16418.516,-18445.791,-7815.228,2993.897,-625.0495,6267.9277,6470.523,-17408.01,-6648.017
1336.9391,-2788.3176,10432.349,16464.076,-16829.879,-6954.8525,5407.9053,-241.45369,7204.7095,5972.832,-16837.555,-7099.028
2837.1702,-2099.7163,9727.22,17070.082,-14915.119,-6857.1772,5476.8687,-252.96211,8802.741,5098.201,-16841.709,-6996.608
2518.3857,-971.54126,8950.801,17703.873,-4049.7349,-8517.868,5665.0254,-594.6067,10375.504,4007.641,-7233.7534,-6260.159
1143.6084,-956.0574,10057.759,13830.688,4284.8335,-9718.125,1788.262,-2240.637,10660.035,3570.2114,1035.2146,-4958.608
-3263.1472,-2470.5815,12300.177,12267.579,4554.739,-8436.469,-1421.616,-1873.4786,8653.23,3666.7388,1566.2914,-4702.9346
-5459.784,-3951.001,13168.036,14748.947,-2536.165,-5701.896,-3669.3445,-2305.7979,8643.958,3558.5413,-5277.058,-4476.498
-7083.918,-3263.5208,12149.774,17607.736,-9932.173,-3003.045,-2177.1494,-2611.6628,9198.656,4282.5537,-14015.109,-4271.446
-6567.232,-1863.6096,10605.086,17654.395,-13793.112,1877.9309,-796.04254,-2371.0298,9902.797,4460.5244,-17585.78,-3226.8806
-6081.321,-1332.6322,9415.877,18301.262,-18057.193,8490.794,1269.4034,-1560.7211,9562.586,4406.403,-17825.252,-2555.9438
-1203.1871,543.16943,7826.72,18081.195,-18569.494,13207.542,3870.0857,-1053.5916,9658.94,4109.0347,-18430.168,-1689.8151
1784.1556,-434.3231,8447.461,17318.857,-19008.451,13340.976,2690.9866,-55.018566,8421.665,3407.1465,-18871.398,-960.14655
2999.2253,1482.4191,8349.346,16853.86,-18801.73,10967.525,5473.745,-402.6716,9099.156,3537.3442,-18915.258,-1186.3456
6201.573,2362.7458,6258.65,16009.917,-14763.924,8398.764,7481.684,-983.02844,9319.114,3572.603,-16877.6,-1259.2058
6883.853,4285.2036,4230.7153,10406.144,-7927.8022,6168.255,7766.944,-688.2239,10245.641,2544.7788,-9231.609,230.24251
3544.5989,2825.5225,2278.0383,3362.8188,-3576.0305,4625.0576,5662.7227,-606.7698,11907.255,387.58115,-4686.289,2224.0947
3696.189,7810.5254,3126.88,-6501.6167,-11246.228,5011.074,5106.86,1414.3424,10624.246,-1259.6053,-6091.6094,2009.7964
7994.4043,4747.158,10467.726,-6702.5254,-20939.643,3791.8406,7162.9653,846.9988,8752.319,-497.46176,-8945.917,987.28986
11042.874,2210.2263,9898.439,-1941.7184,-18399.852,3365.3186,9420.644,83.96551,7398.624,-363.75034,-10646.282,602.2257
9220.132,3227.952,6872.839,3041.1724,-11740.551,3221.2834,7518.9326,-539.8916,8653.898,-649.696,-9729.37,1272.6697
7983.816,4820.82,8454.571,4208.282,-13127.653,3582.303,7557.925,-1042.338,9593.864,-263.75812,-11170.147,1322.5497
8901.974,5529.062,7541.8135,6028.2593,-16359.275,5597.0684,7993.7266,-653.88226,8587.48,557.27124,-11940.853,1536.5492
10602.547,5710.365,6887.3267,6971.1177,-15818.534,6642.6704,8021.5825,-728.7993,8285.353,1273.0851,-14116.965,1594.1141
9300.002,4865.1367,6561.536,7662.4175,-16014.215,6669.5493,8326.043,-712.14606,7471.1147,1577.9993,-14787.381,1450.0963
11227.292,4856.7896,6503.817,9017.582,-15387.53,6106.3374,8071.301,-1192.9307,7250.9497,1972.0708,-14961.511,1353.3123
11372.7705,5163.0186,6723.693,9305.93,-14351.844,6496.1265,7595.181,-1532.7194,6558.818,2406.495,-14175.262,1221.2915
11186.587,5620.0386,7168.7085,8525.326,-12403.147,7752.352,7975.7563,-1634.1901,6245.837,2486.2705,-12892.915,950.28064
10174.165,5260.085,6970.496,6603.4233,-10621.753,9474.333,7631.7383,-1729.076,6658.5405,2496.5054,-11191.181,849.98694
8910.423,4788.729,7334.8193,4834.7344,-8700.873,10218.899,7451.2354,-1607.3711,6329.5464,2314.8462,-10614.359,125.271805
