ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
2892.005,2325.4304,17392.252,-280.3681,55.127907,-537.3771,313.825,-347.25754,15532.166,-530.445,155.91971,-117.604576
2791.747,2283.4084,17437.043,-292.70743,36.432755,-536.0095,267.56674,-472.76215,15514.476,-575.5275,64.4722,-160.06247
2803.8984,2329.8801,17472.832,-279.23245,9.909294,-533.63965,239.8798,-513.8356,15543.465,-563.81226,-43.569016,-161.85768
2888.8962,2316.8616,17391.643,-275.7072,1.2471795,-562.3304,255.78716,-469.92746,15650.901,-586.7598,21.59805,-173.64363
2934.618,2268.4949,17379.365,-276.7501,24.477423,-556.68085,325.40677,-456.22556,15221.623,-549.2106,165.92912,-199.33841
2845.8083,2270.6636,17447.621,-309.57333,67.07699,-548.94165,1563.9163,-631.65063,14886.864,-158.19807,515.69714,-176.95055
2756.2825,2359.749,17536.26,-284.04932,38.157337,-581.15607,229.30049,-316.77267,15504.315,-561.40533,52.31945,-139.642
2819.4292,2339.165,17470.459,-292.26074,21.713558,-544.347,324.9041,-511.67432,15505.005,-592.69653,-54.818737,-144.85698
2931.1194,2324.0444,17400.377,-320.55368,31.693035,-550.3326,323.83704,-505.17392,15269.762,-567.68585,18.549515,-143.08133
2938.4087,2541.3916,17419.045,-286.5404,110.08008,-581.8825,281.7041,-515.3144,15427.706,-535.0223,113.86497,-158.20535
2883.7493,2279.9187,17396.629,-283.30447,56.05476,-544.93713,263.74292,-385.9042,15466.085,-532.6663,46.64814,-124.68104
2787.6094,2311.162,17307.662,-263.58783,-1.4418774,-517.6252,170.5756,-473.3897,15524.75,-560.63617,4.3666277,-125.65371
2842.5376,2250.2195,17333.094,-286.6757,8.770789,-552.23364,296.11502,-414.89087,15479.915,-562.3675,-56.79242,-130.66338
2958.0972,2312.8413,17457.951,-291.96024,-3.0632,-529.44403,266.69522,-479.44946,15486.324,-617.56464,-136.52032,-121.6373
2852.4846,2288.8132,17444.79,-280.4928,16.247503,-547.3767,244.3602,-451.66934,15470.627,-612.9598,-52.688286,-103.277214
2769.485,2426.0505,17468.586,-263.18134,-24.199608,-538.77893,192.96352,-335.92944,15532.567,-583.67004,-52.28537,-104.2973
2874.2412,2320.5684,17294.582,-244.88774,-52.932972,-543.08527,289.11795,-489.06525,15452.713,-584.4358,-100.62393,-152.1001
2981.328,2383.8328,17428.848,-257.9001,-62.448994,-552.0517,450.96994,-433.7287,15412.565,-584.24,-127.88773,-177.89906
2830.652,2333.775,17355.49,-380.13223,-121.14377,-521.9631,186.5872,-465.75793,15502.0205,-777.41046,-163.33803,-114.88453
2924.9346,2272.456,17703.26,-510.7071,-145.53502,-518.00555,362.63367,-421.50043,15885.838,-624.0493,94.5233,-100.46893
2972.2375,2321.0095,17599.54,-593.4489,-336.49612,-513.98004,583.6647,-370.44977,15814.3125,-630.4715,260.77682,-7.239469
3469.8228,2594.8813,18089.31,-614.96606,-192.08278,-486.3411,1605.5188,-176.55203,15574.894,-670.65045,2227.2031,295.92007
3666.1084,2348.094,19632.473,809.04083,-1297.5288,404.73123,1666.5437,218.42773,16269.583,-1194.8734,2222.5266,770.0583
4594.6123,1865.3,21331.973,3592.9355,-2153.1423,1607.0867,1951.5645,217.57736,16269.595,-1738.9603,3910.7854,1526.1211
6083.6187,2213.2354,24077.963,5620.177,-3909.3977,912.2658,1329.9387,-1234.5636,16511.63,-2288.8713,2697.4585,2170.8455
5929.286,883.4073,22528.666,6345.8335,3392.1863,2373.895,-691.52875,-2295.7783,15828.392,-1700.1488,3881.1587,3257.6436
5283.5063,-330.80145,23953.049,14918.236,6302.7524,266.6533,-1828.2823,-4288.275,18306.633,496.6525,5584.3936,4021.415
4925.292,4807.817,24368.854,19224.18,7842.1973,-3816.498,832.0112,750.9531,20272.887,947.41125,14649.382,8740.061
-1240.5385,6518.112,19617.07,18392.555,12132.148,-7933.465,-7691.8706,-1622.4327,20533.691,2828.681,7272.0537,8656.409
-4177.4243,7458.7817,12864.84,13817.541,15617.897,-7800.397,-6175.882,-785.386,19697.057,2153.4822,12074.652,12533.129
-7864.221,5824.2266,10365.353,9549.064,16423.893,-4867.051,-7532.9043,-502.08917,15327.153,1728.835,15157.277,16538.89
-5744.2524,5933.44,7485.405,6096.176,16424.156,-2284.9133,-6271.8647,-167.30075,10695.583,1332.7446,16424.062,19792.879
-4057.8108,6397.84,3467.1443,-938.1654,16423.844,-939.1975,-4743.447,1106.6737,6638.6274,-706.0966,16423.756,22517.447
-4526.616,4320.832,-178.15523,-11287.991,16423.09,1212.0741,-3463.535,1457.4686,4214.129,-3930.1428,16423.809,24444.201
-7672.738,50.484463,-499.07733,-17697.377,18373.54,2394.7993,-3917.8403,1727.9103,3472.4255,-8061.806,19026.898,23992.854
-8963.98,5.097678,-104.31174,-16666.42,21316.857,5341.748,-4800.0967,788.93134,3388.284,-11193.847,20617.086,22634.916
-8040.302,-214.17778,927.2441,-19066.39,21854.316,9171.089,-4253.128,1604.7571,2978.321,-13479.423,20389.393,18997.564
-5961.2866,-1761.8823,1627.046,-19988.488,16619.506,11220.753,-3279.4934,1358.549,1919.8257,-15716.957,18035.828,15636.611
-2396.9958,-653.1114,3315.4028,-20492.559,11061.503,11673.726,-4062.661,884.25415,1366.3386,-16415.938,13627.382,12419.282
-159.84833,-612.92804,4716.8135,-22629.275,9190.886,8783.341,-2436.751,762.6829,1713.3363,-16769.137,10254.693,7585.611
-1241.5485,-1271.4144,5246.096,-23238.957,5657.296,4792.7637,-2257.119,850.7009,2731.4355,-16451.96,7915.505,3682.797
-856.11896,-1052.5144,5577.685,-22780.771,2664.1467,1278.4824,-2243.3215,528.07556,3798.8635,-16008.415,6065.68,353.3174
-579.6302,-908.009,6325.1523,-21936.822,679.4077,-333.21432,-2815.315,-271.74323,5083.883,-14678.783,2770.1033,-2053.2964
-1398.0056,-1170.7454,7181.842,-22079.867,-3264.8958,-800.6716,-3629.604,-250.69524,5980.7026,-14351.668,929.8065,-4219.434
-1759.2842,-1974.0366,7829.9814,-21240.557,-7803.93,-2845.9907,-4914.8745,-565.87506,6131.998,-12845.952,-3740.158,-5539.5347
-3143.277,-2737.2769,8400.042,-19721.838,-8794.671,-6039.164,-5399.967,-315.50443,4686.429,-10691.209,-5085.113,-6112.852
-10038.08,-4953.7637,9574.243,-17019.389,-6607.088,-5935.436,-10653.885,-1108.4241,4511.4023,-9558.978,-4029.1848,-5138.1016
-19227.527,-6872.0737,12914.678,-11845.601,-4472.7505,-2439.6147,-17423.994,-916.489,5554.989,-7801.9253,-2617.5227,-1484.3468
-21236.615,-6912.4136,18529.893,-4549.405,-398.03772,3961.1333,-18642.043,797.7227,7827.636,-4937.6636,2294.2383,4836.9883
-21185.613,-8849.708,23170.479,5083.9917,1949.1317,6121.355,-20514.268,-2342.863,10650.803,251.50822,1419.8348,10797.143
-19142.846,-8006.3496,21698.314,12823.073,4191.2705,6850.283,-17727.176,-189.78925,12309.96,4344.0605,532.15515,14012.419
-20547.566,-6944.511,12598.749,14554.201,12287.862,20920.268,-15743.202,2317.4258,7563.2773,5219.8394,11807.389,22150.062
-19580.09,-4631.1265,3821.9321,13073.303,21412.357,24681.75,-16279.238,3048.398,2540.0977,2809.2075,15132.188,24584.838
-7167.868,-6022.4775,2240.1384,13818.535,16590.824,24557.959,-7973.371,319.56085,2880.7842,785.995,4062.9143,24476.191
10459.883,1710.7322,-1762.4132,11374.662,363.8789,24579.67,7021.401,-925.2912,5926.085,618.61597,-1679.2408,22827.592
26121.215,7587.4106,-4837.727,-5473.9106,1605.0199,19919.045,14800.253,-2469.575,3518.643,-2277.3123,1165.6674,16003.505
23279.56,3503.1448,3734.808,-7554.729,-5292.4585,5679.661,10882.629,-362.8346,2384.0461,-2352.5698,-2720.1301,4719.28
