ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
6120.0854,3697.056,10916.74,-136.99194,-393.08646,37.298695,4016.952,2764.0457,15499.334,376.5173,-467.961,-276.19922
6112.761,3834.3582,11026.007,-94.83935,-473.52585,48.624702,3869.7502,2878.9458,15596.409,392.9137,-665.86755,-229.59424
6237.8413,3530.9946,10934.026,-27.887676,-613.6541,68.11903,4258.3867,2889.7212,15703.593,396.71097,-884.3098,-379.1704
6642.4927,3800.2864,10876.14,-202.2631,-215.39688,-16.124872,4513.325,2900.055,15449.026,299.39767,-47.137096,-399.29657
6347.345,3766.9473,10749.763,-100.43231,37.50639,-56.370426,4140.914,2821.4797,15460.502,323.10577,-5.8878646,-410.4217
6134.707,3636.5112,11048.06,-106.944305,19.204445,-89.11037,3985.6462,2838.1716,15737.02,398.9147,-41.17176,-358.47754
6115.7676,3747.3044,11135.217,-146.81218,-214.19586,43.24816,3994.4055,2999.184,15647.729,433.46997,-325.52158,-271.45813
6249.6333,3728.0898,10996.462,-93.03784,-335.7052,55.92196,4377.1235,2904.9343,15498.276,446.2491,-363.68842,-324.5019
6274.872,3742.575,11044.651,14.495956,-195.16617,-61.11658,4070.017,2730.6384,15625.74,471.09164,-338.4163,-291.6505
6221.1846,3816.6182,11048.658,243.7019,-424.0485,60.393024,3911.0095,2895.772,16235.925,768.6102,-457.74475,-233.24763
6943.2686,3813.6733,11568.118,503.62543,-740.13727,324.53882,3612.892,3025.977,16204.389,455.5544,-1270.2485,-13.112893
5758.2993,3658.8542,12011.896,752.43506,-2089.1797,1070.1984,3364.0469,2612.6477,16159.869,779.644,-2150.5645,498.06943
5612.0737,3780.389,12383.2705,575.70135,-5779.069,1964.3668,3781.7676,3574.2349,17016.25,1367.4883,-3546.0232,824.0573
7375.2124,5563.764,12585.718,705.1194,-8713.929,2209.705,5521.004,4288.0137,17527.027,1607.0149,-5588.9487,1641.74
10229.844,7283.3105,14320.948,1872.8046,-14886.248,2809.914,6071.6416,5694.6934,19612.945,751.6673,-11567.226,3863.7668
13085.97,7778.421,14936.56,1113.6765,-19808.836,6564.1074,7273.4395,5846.6963,18866.916,-1631.0679,-17711.467,7295.093
